Album,Song,Lyrics
Rated R,Cold Case Love,"On my roof
Dark and I'm burning a rose
I don't need proof
I'm torn apart & you know
What you did to me was a crime
Cold Case Love
And I let you reach me one more time
But that's enough
Your love was breaking the law
But I needed a witness
So pick me up when it's over
It don't make any difference
Will it ever be solved
Or am I taking the fall
Truth was there all along
Tell me how did we miss it
We opened up a cold case love
And it got the best of us
And now prints, pictures & white outlines
Are all that's left at the scene of a crime
Of a cold case love
Should've investigated
But love blinded eyes
Couldn't see (no)
And then I tried to cage it
But your love ain't the kind you can keep
Release me now cause I did my time
Of this cold case love
My heart's no longer cold & confined
I've had enough
Your love was breaking the law
But I needed a witness
So pick me up when it's over
It don't make any difference
Will it ever be solved
Or am I taking the fall
Truth was there all along
Tell me how did we miss it
We opened up a cold case love
And it got the best of us
And now prints, pictures & white outlines
Are all that's left at the scene of a crime
Of a cold case love
We lost our way
Took this too far
Now I'll never find the pieces of my heart
We've lost enough
Looking for a truth
That was here all along
Cold case love
And it got the best of us
and now prints, pictures & white outlines
Are all that's left at the scene of a crime
Of a cold case love
We opened up a cold case love
And it got the best of us
and now prints, pictures & white outlines
Are all that's left at the scene of a crime
Of a cold case love"
Rated R,The Last Song,"Here we are
Midair off of the cliff
Staring down at the end again
But then again maybe we're finally
On the road that's headed away from all your complaining
Of hearing the same song, but baby we'll hear it when I'm gone
It's time to turn on the last song
Ooooo
The last song
Ooooo
What if you wasted love and our love in time disappeared
And the sad song ends up being the last song you'll ever hear
It was ours
But I'd do it again holding hands with my friend again
But then again maybe we gave our all a song we'll never forget
Maybe let them play it maybe it'll save the world
They gonna miss hearing it when it's gone
But it's time to turn on the last song
Ooooo
The last song
Ooooo
What if we left every moment that we could spare
And the perfect song ends up being the last song you'll ever hear
You'll never know when the songs gonna play
The last song you'll hear is the one you made
Your song was beautiful that's why I started singing it
But this song is our song
So it's playing until the end even if it's the last song
The last song
Ooooo
The last song
Ooooo
What if you wasted love and our love in time disappeared
And the perfect song ends up being the last song you'll ever hear
Ooooooooooooooooooooooo"
Loud,S&M,"Na na na
Come on
Na na na
Come on
Na na na na na
Come on
Na na na
Come on
Come on
Come on
Na na na na
Come on
Na na na
Come on
Na na na na na
Come on
Na na na
Come on
Come on
Come on
Na na na na
Feels so good being bad
There's no way I'm turning back
Now the pain is my pleasure
Cause nothing could measure
Love is great, love is fine
Out the box, out of line
The affliction of the feeling
Leaves me wanting more
[Chorus x2:]
Cause I may be bad
But I'm perfectly good at it
Sex in the air
I don't care
I love the smell of it
Sticks and stones
May break my bones
But chains and whips
Excite me
Na na na na
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Love is great, love is fine
Out the box, out of line
The affliction of the feeling
Leaves me wanting more
[Chorus:]
Cause I may be bad
But I'm perfectly good at it
Sex in the air
I don't care
I love the smell of it
Sticks and stones
May break my bones
But chains and whips
Excite me
Na na na na
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
S...S...S
And
M...M...M
S...S...S
And
M...M...M
Oh
I love the feeling
You bring to me
Oh, you turn me on
It's exactly what
I've been yearning for
Give it to me strong
And meet me in my boudoir
Make my body say ah, ah, ah
I like it
Like it
[Chorus x2:]
Cause I may be bad
But I'm perfectly good at it
Sex in the air
I don't care
I love the smell of it
Sticks and stones
May break my bones
But chains and whips
Excite me
Na na na na
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
Come on
Come on
Come on
I like it
Like it
S...S...S
And
M...M...M
S...S...S
And
M...M...M
S...S...S
And
M...M...M
S...S...S
And
M...M...M
"
Loud,What's My Name?,"[Rihanna:]
Oh na na, what's my name?
Oh na na, what's my name?
Oh na na, what's my name?
Oh na na, what's my name?
Oh na na, what's my name?
What's my name, what's my name?
[Drake:]
I heard you good with them soft lips
Yeah, you know word of mouth
The square root of 69 is 8 something, right?
'Cause I've been tryna work it out, oooow
Good weed, white wine
I come alive in the night time
Okay, away we go
Only thing we have on is the radio
Oh, let it play, say you gotta leave
But I know you wanna stay
You're just waiting on the traffic jam to finish, girl
The things we could do in twenty minutes girl
Say my name, say my name
Wear it out, it's getting hot, crack a window, air it out
I can get you through a mighty long day
Soon as you go the text that I write is gonna say
[Rihanna:]
Oh na na, what's my name?
Oh na na, what's my name?
Oh na na, what's my name?
What's my name, what's my name?
Not everybody knows how to work my body
Knows how to make me want it
But, boy, you stay up on it
You got that something that keeps me so off balance
Baby, you're a challenge, let's explore your talent
[2x]
Hey boy, I really wanna see if you can go downtown with a girl like me
Hey boy, I really wanna be with you 'cause you just my type
Oh na na na na
I need a boy to take it over
Looking for a guy to put you work up
Oh, oh
Oh na na, what's my name?
Oh na na, what's my name?
Oh na na, what's my name?
What's my name, what's my name?
Baby, you got me
It ain't nowhere that I'd be
Than with your arms around me
Back and forth you rock me
So I surrender to every word you whisper
Every door you enter, I will let you in
Hey boy, I really wanna see if you can go downtown with a girl like me
Hey boy, I really wanna be with you 'cause you just my type
Oh na na na na
I need a boy to take it over
Looking for a guy to put you work up
Oh, oh
You're so amazing, you took the time to figure me out
That's why you take me way past the point of turning me on
You about to break me, I swear you got me losing my mind
Ooh na na, what's my name?
Ooh na na, what's my name?
Ooh na na, what's my name?
Ooh na na, what's my name?
Ooh na na, what's my name?
What's my name, what's my name?
[2x]
Hey boy, I really wanna see if you can go downtown with a girl like me
Hey boy, I really wanna be with you 'cause you just my type
Oh na na na na
I need a boy to take it over
Looking for a guy to put you work up
Oh, oh"
Loud,Cheers (Drink To That),"Cheers to the freakin' weekend
I drink to that, yeah yeah
Oh let the Jameson sink in
I drink to that, yeah yeah
Don't let the bastards get ya down
Turn it around with another round
There's a party at the bar everybody put your glasses up and I drink to that
I drink to that.
Life's too short to be sittin' round miserable
People gon' talk whether you doing bad or good, yeah
Got a drink on my mind and my mind on my money, yeah
Looking so bomb, gonna find me a honey
Got my Ray-Bans on and I'm feelin' hella cool tonight, yeah
Everybody's vibin' so don't nobody start a fight, yeah-ah-ah-ah
Cheers to the freakin' weekend
I drink to that, yeah yeah
Oh, let the Jameson sink in
I drink to that, yeah yeah
Don't let the bastards get ya down
Turn it around with another round
There's a party at the bar everybody put your glasses up and I drink to that
I drink to that.
'Bout to hop on the bar, put it all on my card tonight, yeah.
Might be mad in the morning but you know we goin' hard tonight
It's getting coyote ugly up in here, no tyra
It's only up from here, no downward spiral
Got my Ray-Bans on and I'm feelin' hella cool tonight, yeah
Everybody's vibin' so don't nobody start a fight, yeah
Cheers to the freakin' weekend
I drink to that, yeah yeah
Oh let the Jameson sink in
I drink to that, yeah yeah
Don't let the bastards get ya down
Turn it around with another round
There's a party at the bar everybody put your glasses up and I drink to that
I drink to that.
Cheers to the freakin weekend
I drink to that, yeah yeah
Oh let the Jameson sink in
I drink to that, yeah yeah
Don't let the bastards get ya down
Turn it around with another round
There's a party at the bar everybody put your glasses up and I drink to that
I drink to that.
And I drink to that.
I drink to that.
And I drink to that."
Loud,Fading,"You say you love me
But they feel
Like words to me
Well this just
Ain't working
Stop thinking
You can run over me
Drifting
Settling
Off to
A foreign place
If I can't see
What's in front of me
It's a mystery
Well then apparently
[Chorus:]
Things just ain't the same
And I'm ready for change
Go on, begone, bye bye, so long
Can't you see that you're
Fading, fading, fading, fading
Away, away, away, away
I opened up my eyes, and I finally realized
Today, today, it's too late
You're fading away
Put a sock in it
Just stop running your mouth
Got my mind made up
I ain't coming back again
No way, no way, no way, no way
Cause I'm so fed up
You got me messed up
If we hooking back up
Don't press your luck today, today
I'm blowing you away
[Chorus:]
Things just ain't the same
And I'm ready for a change
Go on, begone, ta ta, so long
Can't you see that you're
Fading, fading, fading, fading
Away, away, away, away
I opened up my eyes and I finally realized
Today, today, it's too late
You're fading away
Saw you turn into a ghost right in front of my eyes
Tell me what's a girl to do when she's crying inside?
I'm about to go insane, I'm jumping off this train
Whether wrong or right I'll be gone by night
[Chorus:]
Can't you see that you're
Fading, fading, fading, fading
Away, away, away, away
I opened up my eyes and I finally realized
Today, today, it's too late
You're fading away
"
Loud,Only Girl (In The World),"La la la la
La la la la
La la la la
(Uh, yeah)
La la la la
I want you to love me, like I'm a hot ride
Keep thinkin' of me, doin' what you like
So boy forget about the world cause it's gon' be me and you tonight
I wanna make you beg for it, then I'm a make you swallow your pride
Ooh
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cause I'm the only one who understands how to make you feel like a man (yeah)
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only one...
Want you to take it, like a thief in the night
Hold me like a pillow, make me feel right
Baby I'll tell you all my secrets that I'm keepin', you can come inside
And when you enter, you ain't leavin', be my prisoner for the night
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cause I'm the only one who understands, like I'm the only one who knows your heart
Only one...
Take me for a ride, ride
Oh baby, take me high, high
Let me make you first, first
Oh make it last all night, night
Take me for a ride, ride
Oh baby, take me high, high
Let me make you first, first
Make it last all night
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cause I'm the only one who understands how to make you feel like a man
Only girl in the world...
Girl in the world...
Only girl in the world...
Girl in the world
"
Loud,California King Bed,"Chest to chest
Nose to nose
Palm to palm
We were always just that close
Wrist to wrist
Toe to toe
Lips that felt just like the inside of a rose
So, how come when I reach out my finger
It feels like more than distance between us?
In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart for me
My California king
Eye to eye
Cheek to cheek
Side by side
You were sleeping next to me
Arm in arm
Dusk to dawn
With the curtains drawn
And a little last night on these sheets
So, how come when I reach out my fingers
It seems like more than distance between us
In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart for me
My California king
Just when I felt like giving up on us
You turned around and gave me one last touch
That made everything feel better
And even then my eyes got wetter
So confused wanna ask you if you love me
But I don't wanna seem so weak
Maybe I've been California dreaming
In this California king bed
We're ten thousand miles apart
Been California wishing on these stars
For your heart for me
My California king
My California king
In this California king bed
We're ten thousand miles apart
I've been California wishing on these stars
For your heart for me
My California king
"
Loud,Man Down,"I didn't mean to end his life
I know it wasn't right
I can't even sleep at night
Can't get it off my mind
I need to get out of sight
'Fore I end up behind bars
What started out as a simple altercation
Turned into a real sticky situation
Me just thinking on the time that I'm facing
Makes me wanna cry
'Cause I didn't mean to hurt him
Could've been somebody's son
And I took his heart when
I pulled out that gun
Rum, pum, pum rum, pum, pum, pum rum, pum, pum, pum
Man down
Rum, pum, pum, pum rum, pum, pum, pum rum, pum, pum, pum
Man down
Oh, mama, mama, mama
I just shot a man down
In central station
In front of a big ol' crowd
Oh, why? Oh, why?
Oh, mama, mama, mama
I just shot a man down
In central station
It's a 22
I call her Peggy Sue
When she fits right down in my shoes
What you expect me to do
If you're playing me for a fool
I will lose my cool
And reach for my fire arm
I didn't mean to lay him down
But it's too late to turn back now
Don't know what I was thinking
Now he's no longer living
So I'm ‘bout to leave town (yeah)
'Cause I didn't mean to hurt him
Could've been somebody's son
And I took his heart when
I pulled out that gun
Rum, pum, pum, pum rum, pum, pum, pum rum, pum, pum, pum
Man down
Rum, pum, pum, pum rum, pum, pum, pum rum, pum, pum, pum
Man down
Oh, mama, mama, mama
I just shot a man down
In central station
In front of a big ol' crowd
Oh, why? Oh, why?
Oh, mama, mama, mama
I just shot a man down (criminal)
In central station
And I never thought I'd do it
Never thought I'd do it
Never thought I'd do it
Oh, gosh
Whatever happened to me
Ever happened to me
Ever happened to me
Why did I pull the trigger
Pull the trigger, pull the trigger – boom
And end a nigga, end a nigga life so soon
When me pull the trigger, pull the trigger, pull it 'pon you
Somebody tell me what I'm gonna, what I'm gonna do
Rum, pum, pum, pum rum, pum, pum, pum rum, pum, pum, pum
Me say one man down (oh, what me say)
Rum, pum, pum, pum rum, pum, pum, pum, rum, pum, pum, pum
When we went downtown
'Cause now I am a criminal, criminal, criminal
Oh, Lord, have mercy now I am a criminal
Man down
Tell the judge please gimme minimal
Run out of town none of them can see me now
Oh, mama, mama, mama
I just shot a man down
In central station
In front of a big ol' crowd
Oh, why? Oh, why?
Oh, mama, mama, mama
I just shot a man down
In central station
"
Loud,Raining Men,"Eenie, meenie, money, mo
Catch a player by the toe
If ya want to let him go
Ladies don't worry 'cause they got plenty more
Men be falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Oh it's raining men girl what you worry 'bout?
Who you think you getting with that ""Hi, let me freak ya""
You got me mistaken thinking you gon' get it easy
First of all you need to know that I'm not the one
Think you getting something baby, you ain't getting none
All you need to know that I'm a 2 times 5
Load it, cock it, aim it baby, boom bye bye
Set your standards lower boy you're aiming too high
Matter of fact your friend looks better, so good bye
Eenie, meenie, money, mo
Catch a player by the toe
If ya want to let him go
Ladies don't worry 'cause they got plenty more
Men be falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Oh it's raining men girl what you worry 'bout?
[Nicki Minaj:]
Excuse me but who are you fixing to be?
Let them motherfuckers know there's plenty of fish in the sea
And he sweating me just 'cause I got the tightest hole
Bet I couldn't find that thing with a microscope
Give me dom dom, dadadada, dom dom dom
I ain't tripping on your money, money long long long
Want my own TV production company
So tell Harpo to hit me Celie
Anyway Ri-Ri, what rhymes with your name freely?
Money got you vacationing in Chile
Do you want to sit on the back while I wheelie, really? really?
No for real, really?
Laid down on the beach, they be feeding me my catfishes
'Cause it's raining men
Fat bitches
Ladies don't worry 'cause they got plenty more
Men be falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Oh it's raining men girl what you worry 'bout?
I said hey, outta my way, where my ladies
Riding big, living good, doing they things
Dancing, don't pay
player keep the money I can buy my own ring
Up in the club, see me coming
Dime a dozen so it don't mean nothing to me
And I ain't even worried about you
'Cause there's plenty more fish in the sea, OK
Eenie, meenie, money, mo
Catch a player by the toe
If ya want to let him go
Ladies don't worry 'cause they got plenty more
Men be falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Falling like the rain so we ain't running out
Oh it's raining men girl what you worry 'bout?"
Loud,Complicated,"You're not easy to love
You're not easy to love, no
You're not easy to love
You're not easy to love, no
Why is everything with you so complicated
Why do you make it hard to love you
Oh I hate it
'Cause if you really wanna be alone
I will throw my hands up 'Cause baby I tried
But everything with you is so complicated
Oh why
Sometimes I get you
Sometimes I don't understand
Sometimes I love you
Sometimes it's you I can't stand
Sometimes I wanna hug you
Sometimes I wanna push you away
Most times I wanna kiss you
Other times punch you in the face
'Cause every minute you start switching up
And you say things like you don't give a fuck
Then I say I'm through with you
Take my heart from you
And you come running after me and baby I'm back with you
Oh, you're not easy to love
You're not easy to love, no
You're not easy to love
You're not easy to love, no
Why is everything with you so complicated
Why do you make it hard to love you
Oh I hate it
'Cause if you really wanna be alone
I, will throw my hands up 'Cause baby I tried
But everything with you is so complicated
Oh why
Sometimes I catch you
Sometimes you get away
Sometimes I read you
Other times I'm like where are you on the page
Sometimes I feel like we will be together forever
But you're so complicated
My heart knows better
Why is everything with you so complicated
Why do you make it hard to love you
Oh I hate it
'Cause if you really wanna be alone
I, will throw my hands up 'Cause baby I tried
Everything with you is so complicated
Oh why
I'ma stick around just a little while longer
Just to make sure that you're really sure
You like sleeping alone
I'ma stick around just a little while longer
Just to make sure that you're really sure
You like sleeping alone
Why is everything with you so complicated
Why do you make it hard to love you
Oh I hate it
'Cause if you really wanna be alone
I, will throw my hands up 'Cause baby I tried
Everything with you is so complicated
Oh why
You're not easy to love
You're not easy to love, no
You're not easy to love
You're not easy to love, no"
Loud,Skin,"[Verse 1:]
The mood is set,
So you already know what's next.
TV on blast,
Turn it down,
Turn it down.
Don't want it to clash,
When my body's screaming out now.
I know you hearin' it,
You got me moaning now.
I got a secret that I wanna show you, oh.
I got a secrets imma drop em to the floor, oh.
[Hook:]
No teasing,
You waited long enough.
Go deep,
Imma throw it at ya,
Can you catch it?
Don't hold back,
You know I like it rough.
Know I'm feeling ya, huh.
Know you liking it, huh.
[Chorus:]
So why you standing over there with ya clothes on,
Baby strip down for me,
Go on take em off.
Don't worry baby,
Imma meet you half way,
Cause I know you wanna see me.
[Verse 2:]
Almost there,
So baby don't stop what you're doing.
Softer than them others
Boy I know you wanna touch.
Breathing down my neck,
I can tell ya wanna -
And now you want it like,
Want you to feel it now.
I got a secret that I wanna show you, oh.
I got a secrets Imma drop em to the floor, oh.
[Hook:]
No teasing,
You waited long enough.
Go deep,
Imma throw it at ya,
Can you catch it?
Don't hold back,
You know I like it rough.
Know I'm feeling ya, huh.
Know you liking it, huh.
[Chorus:]
So why you standing over there with ya clothes on,
Baby strip down for me,
Go on take em off.
Don't worry baby,
Imma meet you half way,
Cause I know you wanna see me.
[Chorus 2:]
No heels,
No shirt,
No skirt,
All I'm in is just skin.
No jeans,
Take em off,
Wanna feel your skin.
You a beast, oh.
You know that I like that.
Come here baby,
All I wanna see you in is just skin
Oh oh oh your skin
Oh oh oh just skin
Oh oh oh I'm lovin' your skin
Oh oh oh
[Bridge:]
All in baby,
Don't hold nothing back.
Wanna take control,
Ain't nothing wrong with that.
Say you liking how I feel,
Ain't gotta tell me that.
Just put your skin baby on my skin.
[Chorus 2:]
No heels,
No shirt,
No skirt,
All I'm in is just skin.
No jeans,
Take em off,
Wanna feel your skin.
You a beast, oh.
You know that I like that.
Come on baby,
All I wanna see you in is just skin
Oh oh oh your skin
Oh oh oh just skin
Oh oh oh I'm lovin' your skin
Oh oh oh
All I wanna see you in is just...
No heels,
No shirt,
No skirt,
All I'm in is just skin.
No jeans,
Take em off,
Wanna feel your skin.
You a beast, oh.
You know that I like that.
Come on baby,
All I wanna see you in is just skin.
All I wanna see you in is just skin.
All I wanna see you in is just skin.
All I wanna see you in
All I wanna see you in is your skin, oh."
Loud,Love The Way You Lie Part II,"[Rihanna]
On the first page of our story
The future seemed so bright
Then this thing turned out so evil
I don’t know why I’m still surprised
Even angels have their wicked schemes
And you take that to new extremes
But you’ll always be my hero
Even though you’ve lost your mind
[Chorus:]
Just gonna stand there and watch me burn
But that’s all right because I like the way it hurts
Just gonna stand there and hear me cry
But that’s all right because I love the way you lie
I love the way you lie
Oh, I love the way you lie
[Rihanna]
Now there’s gravel in our voices
Glass is shattered from the fight
In this tug of war you’ll always win
Even when I’m right
‘Cause you feed me fables from your hand
With violent words and empty threats
And it’s sick that all these battles
Are what keeps me satisfied
[Chorus]
[Rihanna]
So maybe I’m a masochist
I try to run but I don’t wanna ever leave
'Til the walls are goin’ up
In smoke with all our memories
[Eminem]
It's morning, you wake, a sun ray hits your face
Smeared makeup as we lay in the wake of destruction
Hush baby, speak softly, tell me you're awfully sorry
That you pushed me into the coffee table last night
So I can push you off me
Try and touch me so I can scream at you not to touch me
Run out the room and I’ll follow you like a lost puppy
Baby, without you I’m nothing, I’m so lost, hug me
Then tell me how ugly I am, but that you’ll always love me
Then after that, shove me, in the aftermath of the
Destructive path that we’re on, two psychopaths but we
Know that no matter how many knives we put in each other’s backs
That we’ll have each other’s backs, ’cause we’re that lucky
Together, we move mountains, let’s not make mountains out of molehills,
You hit me twice, yeah, but who’s countin’?
I may have hit you three times, I’m startin’ to lose count
But together, we’ll live forever, we found the youth fountain
Our love is crazy, we’re nuts, but I refuse counsellin’
This house is too huge, if you move out I’ll burn all two thousand
Square feet of it to the ground, ain’t shit you can do about it
'Cause with you I’m in my fuckin’ mind, without you I’m out it
[Chorus]
I love the way you lie [3x]"
Talk That Talk,You Da One,"You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is my love
Baby, I love you, I need you here
With me all the time
Baby we meant to be
You got me, smiling all the time
'Cause you know how to give me that
You know how to pull me back
When I go running, running
Tryin' to get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya but there's nothing wrong with that
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is my love
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is mine
Baby come, take me now, hold me now
Make me come alive
You got the sweetest touch
I'm so happy, you came in my life
'Cause you know how to give me that
You know how to pull me back
When I go running, running
Tryin' to get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya but there's nothing wrong with that
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is my love
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is mine
And yes I'm kinda crazy
That's what happens baby
When you put it down
You shouldn't give it to me
Good like that
Shouldn't hit it like that
Had me yellin' like that
Didn't know you would've had me coming back
You the one that I'm feeling
You the one that I'm loving
Ain't no other niggas like you
No there's just one, one, one
One, one, one
No baby just one, one, one
I bet you wanna know
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is my love
You the one that I dream about all day
You the one that I think about always
You are the one so I make sure I behave!
My love is your love, your love is mine
"
Talk That Talk,Where Have You Been,"I've been everywhere, man
Looking for someone
Someone who can please me
Love me all night long
I've been everywhere, man
Looking for you babe
Looking for you babe
Searching for you babe
Where have you been?
Cause I never see you out
Are you hiding from me, yeah?
Somewhere in the crowd
Where have you been all my life, all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
I've been everywhere, man
Looking for someone
Someone who can please me
Love me all night long
I've been everywhere, man
Looking for you babe
Looking for you babe
Searching for you babe
Where have you been?
Cause I never see you out
Are you hiding from me, yeah
Somewhere in the crowd?
Where have you been all my life, all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
You can have me all you want
Any way, any day
Just show me where you are tonight
I've been everywhere, man
Looking for someone
Someone who can please me
Love me all night long
I've been everywhere, man
Looking for you babe
Looking for you babe
Searching for you babe
"
Talk That Talk,We Found Love,"Yellow diamonds in the light
And we're standing side by side
As your shadow crosses mine
What it takes to come alive
It's the way I'm feeling I just can't deny
But I've gotta let it go
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
Shine a light through an open door
Love and life I will divide
Turn away 'cause I need you more
Feel the heartbeat in my mind
It's the way I'm feeling I just can't deny
But I've gotta let it go
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
Yellow diamonds in the light
And we're standing side by side
As your shadow crosses mine (mine, mine, mine)
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place
We found love in a hopeless place"
Talk That Talk,Talk That Talk,"[Rihanna:]
Talk that talk to me, yeah
Talk that talk to me, yeah
[Jay-Z:]
I be trying to chill, bitches wanna fuck me
Every little city I go, fuck me!
Shawty must've heard, got the word, I move that D
Had it by a bladder, she like “oh I gotta pee”
Ran into a Rothko in my restroom
Singer slash actress in my bedroom
Gotta have a ticket for a walk through
Everything that do is big
I talk big money, I talk big homes
I sell out arenas, I call that getting dome
Million dollar voice, came through phone
We heading to the top, if you coming, come on
I'm Flying out to Pisa, just to get some pizza
Fly down to Jamaica, just to roll some reefa
Sex on the beach, left love speechless
They say that money talk, tell these other niggas speak up
What's up
[Rihanna:]
One and two and a three and four
Come on let me know if you want some more
You know what I like, now get it right
Boy talk that talk to me all night
Yeah boy I like it yeah boy I like it
Love it when you talk that talk to me yeah
Yeah that talk to me yeah
Love it when you talk that talk to me, yeah
Say what you want, say what you like
Say what you want me to do and I got you
Tell me how to love you, tell me how to hold you
I'mma get it right on the first try for you
Cause you ain't never had a woman like me, yeah
And you will never have another like me, yeah
No
So I'mma give it to you baby
One and two and a three and four
Come on let me know if you want some more
You know what I like, now get it right
Boy talk that talk to me all night
Yeah boy I like it yeah boy I like it
Love it when you talk that talk to me yeah
Yeah that talk to me yeah
Love it when you talk that talk to me, yeah
What you saying now, give it to me baby
I want it all night, give it to me baby
What you saying now, give it to me baby
Give it to me baby, give it to me baby
What you saying now, give it to me baby
I want it all night, give it to me baby
What you saying now, give it to me baby
Give it to me baby, give it to me baby
One and two and a three and four
Come on let me know if you want some more
You know what I like, now get it right
Boy talk that talk to me all night
Yeah boy I like it yeah boy I like it
Love it when you talk that talk to me yeah
Yeah that talk to me yeah
Love it when you talk that talk to me, yeah
Talk that talk to me, yeah
Talk talk that talk to me, yeah
Talk that talk to me, yeah
Talk talk that talk to me, yeah
"
Talk That Talk,Cockiness (Love It),"Suck my cockiness
Lick my persuasion
Eat my words and then
Swallow your pride down, down
Place my wants and needs
Over your resistance
And then you come around
You come around
You come around
I want you to be my sex slave
Anything that I desire
Be one with my feminine
Set my whole body on fire
Fair maiden Rihanna gate
Taking over your empire
She may be the queen of hearts
But Imma be the queen of your body parts
No one can do you
The way that I do
Boy I wa-a-ant
(Youuuuuu)
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it
Suck my cockiness
Lick my persuasion
Eat my words and then
Swallow your pride down, down
Place my wants and needs
Over your resistance
And then you come around
You come around
You come around
I can be your dominatrix
Just submit to my every order
Enter my diamond matrix
Devour my golden flower
Make me your priority
There's nothing above my pleasure
She may be the queen of hearts
But Imma be the queen of your body parts
No one can do you
The way that I do
Boy I wa-a-ant
(Youuuuuuuu)
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it
Homie don't beat it like a bullet
Beat my drum drum
Like a drum line boogie
(I love it when you)
Dive head first if you wanna
Sink to my body
Hold me tight mister lover
(I love it when you)
Do it like I do it
Like I said
Keep it up, boy
We can do this all day
Be my Harlem
And my St. Tropez
Never found nobody
That will do it this way
No one can do you
The way that I do
Boy I wa-a-ant
(Youuuuuu)
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it, I love it
I love it when you eat it
I love it when you eat it
I love it when you eat it"
Talk That Talk,Birthday Cake,"Come and put your name on it
Put your name on it
Come and put your name on it
Your name
Bet you wanna put your name on it
Put your name on it
Come and put your name on it
Ba-ba-baby
It's not even my birthday
But he wanna lick the icing off
I know you want it in the worst way
Can't wait to blow my candles out
He want that cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake
Bet you wanna put your name on it
Ooh baby, I like it
You so excited
Don't try to hide it
I'mma make you my bitch
Cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake, cake
Bet you wanna put your name on it
I know you wanna bite this
It's so enticin'
Nothin' else like this
I'mma make you my bitch
And it's not even my birthday
But you wanna put your name on it
And it's not even my birthday
And he tryna put his name on it
Ooh, I wanna fuck you right now
Just get up on my body I'll do anything"
