Album,Song,Lyrics
Viva La Vida,Lost!,"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get
What I deserved
No better and no worse
I just got lost
Every river that I tried to cross
Every door I ever tried was locked
Ohhh and I'm...
Just waiting 'til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along will come
A bigger one
And you'll be lost
Every river that you tried to cross
Every gun you ever held went off
Ohhh and I'm...
Just waiting 'til the firing stopped
Ohhh and I'm...
Just waiting 'til the shine wears off
[Guitar solo]
Ohhh and I'm...
Just waiting 'til the shine wears off
Ohhh and I'm...
Just waiting 'til the shine wears off"
Viva La Vida,42,"Those who are dead are not dead
They're just living in my head
And since I fell for that spell
I am living there as well
Oh...
Time is so short and I'm sure
There must be something more
Those who are dead are not dead
They're just living in my head oh…
And since I fell for that spell
I am living there as well oh…
Time is so short and I'm sure
There must be something more
You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven but you made it close
You didn't get to heaven but you made it close
You thought you might be a ghost
You thought you might be a ghost
You didn't get to heaven but you made it close
You didn't get to heaven but you oh-oh-ooh, oh-oh-ooh
Oh oh…
Those who are dead are not dead
They're just living in my head
Oh..."
Viva La Vida,Lovers in Japan / Reign of Love,"Lovers keep on the road you're on
Runners until the race is run
Soldiers you've got to soldier on
Sometimes even the right is wrong
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
And I have no doubt
One day we're going to get out
Tonight maybe we're gonna run
Dreaming of the Osaka sun
Ohohohoh ohohohoh oh
Dreaming of when the morning comes
They are turning my head out
To see what I'm all about
Keeping my head down
To see what it feels like now
And I have no doubt
One day the sun will come out
...
Reign of love
I can't let go
To the sea I offer this heavy load
Locust wind
Lift me up
I'm just a prisoner in a reign of love
Locust wind
Here I stop
How I wish I'd spoken up
To a reign of love
Reign of love by the church we're waiting
Reign of love on my knees go praying
How I wish I'd spoken up
Away get carried on a reign of love"
Viva La Vida,Yes,"When it started we had high hopes
Now my back's on the line
My back's on the ropes
When it started we were alright
But night makes a fool
Of us in daylight
There we were dying of frustration
Saying, ""Lord lead me not into temptation""
But it's not easy when she turns you on
Sin, stay gone
If you'd only if you'd only say yes
Whether you will's anybody's guess
God only God knows I'm trying my best
But I'm just so tired of this loneliness
Hey
So up they picked me by the big toe
I was held from the rooftop then they let go
Dizzily screaming ""Let the windows down""
As I crawl to the ground
If you'd only if you'd only say yes
Whether you will's anybody's guess
God only God knows she won't let me rest
But I'm just tired of this loneliness
I've become so tired of this loneliness"
Viva La Vida,Viva La Vida,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own
I used to roll the dice
Feel the fear in my enemy's eyes
Listened as the crowd would sing,
""Now the old king is dead! Long live the king!""
One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone there was never
Never an honest word
And that was when I ruled the world
It was a wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Oh who would ever want to be king?
I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know St. Peter won't call my name
Never an honest word
But that was when I ruled the world
Oh, oh, oh, oh, oh, oh [5x]
Hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know St. Peter won't call my name
Never an honest word
But that was when I ruled the world"
Viva La Vida,Violet Hill,"It was a long and dark December
From the rooftops I remember
There was snow, white snow
Clearly I remember
From the windows they were watching
While we froze down below
When the future's architectured
By a carnival of idiots on show
You'd better lie low
If you love me, won't you let me know?
Was a long and dark December
When the banks became cathedrals
And a fox became God
Priests clutched onto Bibles
Hollowed out to fit their rifles
And a cross was held aloft
Bury me in armour
When I'm dead and hit the ground
My nerves are poles that unfroze
And if you love me, won't you let me know?
I don't want to be a soldier
Who the captain of some sinking ship
Would stow, far below
So if you love me, why d'you let me go?
I took my love down to Violet Hill
There we sat in snow
All that time she was silent still
Said if you love me, won't you let me know?
If you love me, won't you let me know?"
Viva La Vida,Strawberry Swing,"They were sitting
They were sitting on the strawberry swing
Every moment was so precious
They were sitting
They were talking under strawberry swing
Everybody was for fighting
Wouldn't wanna waste a thing
Cold, cold water bring me round
Now my feet won't touch the ground
Cold, cold water what you say?
When it's such…
It's such a perfect day
It's such a perfect day
I remember
We were walking up to strawberry swing
I can't wait until the morning
Wouldn't wanna change a thing
People moving all the time
Inside a perfectly straight line
Don't you wanna just curve away?
When it's such…
It's such a perfect day
It's such a perfect day
Ah-ah-ah-ah-iiiiii
Now the sky could be blue
I don't mind
Without you it's a waste of time
Could be blue
I don't mind
Without you it's a waste of time
Now the sky could be blue
Could be grey
Without you I'm just miles away
Oh the sky could be blue
I don't mind
Without you it's a waste of time"
Viva La Vida,Death And All His Friends,"ll winter we got carried
Away over on the roof tops. Let's get married
All summer we just hurried
So come over, just be patient, and don't worry
So come over, just be patient, and don't worry
So come over, just be patient, and don't worry
And don't worry
No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't want to follow death and all of his friends
No, I don't want a battle from beginning to end
I don't want a cycle of recycled revenge
I don't want to follow death and all of his friends
And in the end, we lie awake
And we dream of making our escape
And in the end, we lie awake
And we dream of making our escape"
Viva La Vida,The Escapist,"And in the end
We lie awake
And we dream
Of making our escape
And in the end
We lie awake
And we dream
Of making our escape
Ooh…"
Prospekt's March,Life In Technicolor II,"There's a wild wind blowing
Down the corner of my street
Every night there the headlights are glowing
There's a cold war coming
On the radio I heard
Baby it's a violent world
Oh oh love don't let me go
Won't you take me where the street lights glow?
I could hear it coming
I could hear the sirens sound
Now my feet won't touch the ground
Time came a-creeping
Oh and time's a loaded gun
Every road is a ray of light
It goes on
Time'll leak and lead you on
Still it's such beautiful night
Oh oh love don't let me go
Won't you take me where the street lights glow?
I could hear it coming
Like a serenade of sound
Now my feet won't touch the ground
Gravity release me
And don't ever hold me down
Now my feet won't touch the ground"
Prospekt's March,Glass of Water,"Scared of losing all the time
He wrote it in a letter
He was a friend of mine
He heard you could see your future
Inside a glass of water
The ripples and the lines
And he asked
""Will I see heaven in mine?""
That is just the way it was
Nothing could be better
And nothing ever was
Oh they say you can see your future
Inside a glass of water
The riddles and the rhymes
Will I see heaven in mine?
Oh oh oh oh I
Son don't ask
Neither half full or empty
Is the glass
Cling to the mast
Spend your whole life living in the past
Going nowhere fast
So he wrote it on a wall
The hollowest of halos
Is no halo at all
Television selling plastic figurines of leaders
Saying nothing at all
And you chime
Stars in heaven align
Oh oh oh oh I
Son don't ask
Neither half full or empty
Is your glass
Cling to the mast
Spend your whole life living in the past
Going nowhere fast
Oh what are we drinking when we're done?
Glasses of water"
Prospekt's March,Rainy Day,"Then there was rain
The sky wore a veil of gold and green
Night is the bride of a lonely day
Time just floated
Then there was rain
The sound foundations are crumbling
To the ground comes a pyramid tumbling
Time just floated away
We can watch it and stay
And we can listen
Oh rainy day come around
Sometimes I just want it to slow down
And we're separated now
And oh but I love it when you come over to the house
I love it when you come over to my house
Then there was rain
I spent the night with the queen of Spain
My lonely little heart well it broke again
Time so vicious
The deeper that the knife goes in
The more you win
You end up with less than where you begin
The deeper that the knife goes in
Oh rainy day come round
Sometimes I just want it to slow down
We're separated now
And oh but I love it when you come over to the house
I love it when you come over to my house
And I love it when you come over to the house
I love it when you come over to my house
I love it when you come over to the house
I love it when you come over to my house"
Prospekt's March,Prospekt's March / Poppyseeds,"Smoke is rising from the houses
People burying their dead
I ask somebody what the time is
But time doesn't matter to them yet
People talking without speaking
Trying to take what they can get
I ask you if you remember
Prospekt, how could I forget?
Drums, here it comes
Don't you wish that life could be as simple
As fish swimming round in a barrel?
When you've got the gun
Oh and I run, here it comes
We're just two little figures in a soup bowl
Trying to get behind some kind of control
But I wasn't one
But here am I on my own in a separate sky
And here I lie on my own in a separate sky
I don't wanna die on my own here tonight
And here I lie on my own in a separate sky"
Prospekt's March,Lost+,"Just because I'm losing
Doesn't mean I'm lost
Doesn't mean I'll stop
Doesn't mean I'm across
Just because I'm hurting
Doesn't mean I'm hurt
Doesn't mean I didn't get what I deserved
No better and no worse
I just got lost!
Every river that I tried to cross
Every door I ever tried was locked
Oh and I'm just waiting til the shine wears off
You might be a big fish
In a little pond
Doesn't mean you've won
'Cause along will come
A bigger one
And you'll be lost!
Every river that you tried to cross
Every gun you ever held went off
Oh and I'm just waiting til the firing's stopped
Oh and I'm just waiting til the shine wears off
[Jay-Z:]
Yeah
...just waitin' til the... the... yeah
Aha, I got you, uh
With the same sword they knight you
They gon' good night you with
Shit, that's only half if they like you
That ain't even a half what they might do
Don't believe me? Ask Michael
See Martin, see Malcolm
See Biggie, see Pac
See success and its outcome
See Jesus, see Judas
See Caesar, see Brutus
See success is like suicide
Suicide, it's a suicide
If you succeed prepare to be crucified
Media meddles
Niggaz sue you, you settle
Every step you take
They remind you, you're ghetto
So it's tough being Bobby Brown
To be Bobby then you have to be Bobby now
And the question is, is to have had and lost
Better than not having at all?
Because I'm...
[Chris:]
Oh and I'm just waiting til the shine wears off
Oh and I'm just waiting til the shine wears off"
Prospekt's March,Now My Feet Won't Touch the Ground,"Let me go boys, let me go
Push my boat from the highest cliff
To the sea below
Rocks are waiting boys
If rocks await
Swoop down from the sky and catch me like a bird of prey
Now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Singing Now my feet won't touch the ground
Now my head won't stop
You wait a lifetime to be found
Now my feet won't touch the ground
Now my feet won't touch the ground"
Mylo Xyloto,Hurts Like Heaven,"Written in graffiti on a bridge in a park
""Do you ever get the feeling that you're missing the mark?""
It's so cold, so cold
It's so cold, so cold
Written up in marker on a factory sign
""I struggle with the feeling that my life isn't mine""
It's so cold, so cold
It's so cold, so cold
See the arrow that they shot, trying to tear us apart
Take the fire from my belly and the beat from my heart
Still I won't let go
Still I won't let go of you, ooh-ooh
'Cause you do
Oh you use your heart as a weapon
And it hurts like heaven
On every street, every car, every surface, our name
Tonight the streets are ours
And we’re writing and saying
Don't let them take control
No we won't let them take control
Yes, I feel a little bit nervous,
Yes, I feel nervous and I cannot relax,
How come they're out to get us?
How come they're out when they don't know the facts?
So on concrete canvas under cover of dark
On concrete canvas, I'll go making my mark
Armed with a spray can soul
I'll be armed with a spray can soul
You
Ooh-ooh
Oh, you
Ooh-ooh
'Cause you
You use your heart as a weapon
And it hurts like heaven
Woho-ooh
Woho-oooh
Yeah, It's true
When you
Use your heart as a weapon
That it hurts like heaven
It hurts like heaven
Oh it hurts like heaven"
Mylo Xyloto,Paradise,"When she was just a girl
She expected the world
But it flew away from her reach
So she ran away in her sleep
And dreamed of
Para-para-paradise,
Para-para-paradise,
Para-para-paradise
Every time she closed her eyes
When she was just a girl
She expected the world
But it flew away from her reach
And the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly
Every tear a waterfall
In the night, the stormy night, she'd close her eyes
In the night, the stormy night, away she'd fly
And dream of
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh
She'd dream of
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh-oh
Lalalalalalalalalalala
And so lying underneath those stormy skies
She'd say, ""Oh, oh-oh-oh-oh, I know the sun must set to rise.""
This could be
Para-para-paradise
Para-para-paradise
This could be
Para-para-paradise
Oh oh oh oh oh oh-oh-oh
This could be
Para-para-paradise
Para-para-paradise
This could be
Para-para-paradise
Oh oh oh oh oh oh-oh-oh
This could be
Para-para-paradise
Para-para-paradise
This could be
Para-para-paradise
Oh oh oh oh oh oh-oh-oh"
Mylo Xyloto,Charlie Brown,"Wooh, ooh ooh ooh
Stole a key,
Took a car downtown where the lost boys meet,
Took a car downtown and took what they offered me
To set me free,
I saw the lights go down at the end of the scene,
Saw the lights go down and standing in front of me.
Wooh, ooh ooh ooh
In my scarecrow dreams,
When they smash my heart into smithereens,
Be a bright red rose come bursting the concrete.
Be a cartoon heart,
Light a fire, a fire, a spark
Light a fire, a flame in my heart.
We'll run wild,
We'll be glowing in the dark.
Wooh, ooh ooh ooh
We'll be glowing in the dark.
All the boys, all the girls,
All that matters in the world
All the boys, all the girls,
All the madness that occurs.
All the highs, all the lows,
As the room a-spinning goes
We'll run riot,
We'll be glowing in the dark.
Wooh, ooh ooh ooh
So we'll soar luminous and wired
We'll be glowing in the dark."
Mylo Xyloto,Us Against the World,"Oh morning come bursting the clouds, amen
Lift off this blindfold, let me see again
Bring back the water, let your ships roll in
In my heart she left a hole
The tightrope that I'm walking just sways and ties
The devil as he’s talking with those angel’s eyes
And I just wanna be there when the lightning strikes
And the saints go marching in
And sing slow it down
Through chaos as it swirls
It's us against the world
Like a river to a raindrop
I lost a friend
My drunken hazard Daniel in a lion's den
And tonight I know it all has to begin again
So whatever you do
Don't let go
And if we could float away
Fly up to the surface and just start again
And lift off before trouble just erodes us in the rain
Just erodes us in the rain
Just erodes us and see roses in the rain saying
Slow it down
Slow it down
Through chaos as it swirls
It's us against the world
Through chaos as it swirls
It's us against the world"
Mylo Xyloto,Every Teardop is a Waterfall,"I turn the music up, I got my records on
I shut the world outside until the lights come on
Maybe the streets alight, maybe the trees are gone
I feel my heart start beating to my favourite song
And all the kids they dance, all the kids all night
Until Monday morning feels another life
I turn the music up
I'm on a roll this time
And heaven is in sight
I turn the music up, I got my records on
From underneath the rubble sing a rebel song
Don't want to see another generation drop
I'd rather be a comma than a full stop
Maybe I'm in the black, maybe I'm on my knees
Maybe I'm in the gap between the two trapezes
But my heart is beating and my pulses start
Cathedrals in my heart
And we saw oh this light I swear you, emerge blinking into
To tell me it's alright
As we soar walls, every siren is a symphony
And every tear's a waterfall
Is a waterfall
Oh
Is a waterfall
Oh oh oh
Is a is a waterfall
Every tear
Is a waterfall
Oh oh oh
So you can hurt, hurt me bad
But still I'll raise the flag
Oh
It was a wa wa wa wa wa-aterfall
A wa wa wa wa wa-aterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall
Every tear
Every tear
Every teardrop is a waterfall"
Mylo Xyloto,Major Minus,"They got one eye watching you
One on what you do
So be careful who it is you're talking to
They got one eye watching you
One on what you do
So be careful what it is you're tryin' to do
And be careful when you're walking into view
Just be careful when you're walking into view
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one on you
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one on…
They got one eye watching you
One on what you do
So be careful 'cause nothing they say is true
D-d-don't believe a word
It's just us against the world
And we just gotta turn up to be heard
Hear the crocodiles ticking 'round the world
Hear those crocodiles ticking, they go ticking 'round the world
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one on you
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one
You could hear them climbing the stairs
I got my right side fighting
While my left hides under the chairs
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one on you
Ooh-ooh-oooh
Ooh-ooh-oooh-oooh
Got one eye on the road and one on you"
Mylo Xyloto,UFO,"Lord I don't know which way I am going
Which way the river gonna flow
It just seems that upstream I keep rowing
Still got such a long way to go
Still got such a long way to go
And that light hits your eye
I know, I swear,
We'll find somewhere the streets are paved with gold
Bullets fly, split the sky
But that's alright
Sometimes sunlight
Comes streaming through the holes
Oh, oh"
Mylo Xyloto,Princess of China,"Oh
[Chris Martin:]
Once upon a time somebody ran
Somebody ran away saying fast as I can
I got to go, I got to go!
Once upon a time we fell apart
You're holding in your hands the two halves of my heart
Oh, oh!
Oh
[Rihanna:]
Once upon a time, we burned bright
Now all we ever seem to do is fight
On and on, and on and on and on
Once upon a time on the same side
Once upon a time on the same side, in the same game
And why'd you have to go, have to go and throw water on my flame?
I could've been a princess, you'd be a king
Could've had a castle, and worn a ring
But no, you let me go
I could've been a princess, you'd be a king
Could've had a castle, and worn a ring
But no, you let me go
You stole my star
La, la, la, la, la, la, la, la [3x]
You stole my star
La, la la la la laaaaaa
Oh, oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh, oh
[Chirs Martin and Rihanna:]
'Cause you really hurt me
No, you really hurt me
'Cause you really hurt me
No, you really hurt me
'Cause you really hurt me
Oh, you really hurt me, oh
'Cause you really hurt me
Oh, you really hurt me"
Mylo Xyloto,Up In Flames,"So it's over
This time, I know, it's gone
Saltwater
Tasted it too long
I only know I'm wrong
Now I know it's gone
Up in flames
Up in flames
Up in flames
We have slowly gone
So it's over
This time you're flying on
This time I know no song
Can stop its lonely burn
Can stop it slowly going
Up in flames
Up in flames
Up in flames
We have slowly gone
Up in flames
Up in flames
Up in flames
We have slowly gone
Oh, we have slowly gone
Can't we pour some water on?"
Mylo Xyloto,Don't Let It Break Your Heart,"And if I lost the map
If I lost it all
Or fell into the trap
Then she'd call
'When you're tired of racing
And you find you never left the start
Come on, baby, don't let it break your heart.'
Though heavily we bled
Still on we crawl
Try to catch a cannonball.
And a slow burning tide
Through my veins is flowing.
From my shipwreck I heard her call
And she said,
'When you're tired of aiming your arrows,
Still you never hit the mark
Even in your rains and shadows
Still we're never gonna part.
Come on, baby, don't let it break your heart.'
Oh, oh, oh, oh, oh
Don't let it break your heart
Oh, oh, oh, oh, oh
Don't let it break your heart
Don't let it break your heart"
Mylo Xyloto,Up With The Birds,"The birds they sang, at break of day.
""Start again,"" I hear them say.
It's so hard to just walk away.
The birds they sang, all a choir,
""Start again a little higher."".
It's a spark in a sea of gray.
The sky is blue,
Dreamed that lie 'til it's true,
Then takin' back the punch I threw,
My arms turn wings,
Oh, those clumsy things
Send me up to that wonderful world
And then I'm up with the birds.
Might have to go where they don't know my name
Float all over the world just to see her again
And I won't show or feel any pain,
Even though all my armor might rust in the rain
A simple plot but I know one day
Good things are coming our way
A simple plot but I know one day
Good things are coming our way,
Oh, yeah..."
Ghost Stories,Always In My Head,"I think of you
I haven't slept
I think I do
But, I don't forget
My body moves
Goes where I will
But though I try my heart stays still
It never moves
Just won't be led
And so my mouth waters, to be fed
And you're always in my head
You're always in my head
You're always in my head
You're always in my head
You're always in my head
Always in my...
Always in my...
This, I guess, is to tell you you're chosen out from the rest...
"
Ghost Stories,Magic,"Call it magic
Call it true
Call it magic
When I'm with you
And I just got broken
Broken into two
Still I call it magic
When I'm next to you
And I don't, and I don't, and I don't, and I don't
No, I don't,
It's true
I don't, no, I don't, no, I don't, no, I don't want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't,
It's true
I don't, no, I don't, no, I don't, no, I don't want anybody else but you
Ooooh ooh ooh
Call it magic
Cut me into two
And with all your magic
I disappear from view
And I can't get over
Can't get over you
Still I call it magic
You're such a precious jewel
And I don't, and I don't and I don't, and I don't
No, I don't,
It's true
I don't, no, I don't, no, I don't, no, I don't want anybody else but you
I don't, no, I don't, no, I don't, no, I don't
No, I don't,
It's true
I don't, no, I don't, no, I don't, no, I don't want anybody else but you
Wanna fall
I fall so far
I wanna fall
I fall so hard
And I call it magic
And I call it true
I call it magic
Ooooh ooh ooh
Ooooh ooh ooh
Ooooh ooh ooh
Ooooh ooh ooh
And if you were to ask me
After all that we've been through
Still believe in magic?
Oh yes I do
Oh yes I do
Yes I do
Oh yes I do
Of course I do"
Ghost Stories,Ink,"Got a tattoo said 'together thru life'
Carved in your name with my pocket knife
And you wonder when you wake up will it be alright, oh oh oh
Feels like there's something broken inside
All I know
All I know
Is that I'm lost
Whenever you go
All I know
Is that I love you so
So much that it hurts
Got a tattoo and the pain's alright
Just want a way of keeping you inside
All I know
All I know
Is that I'm lost
In your fire below
All I know
Is that I love you so
So much that it hurts
I see the road begin to climb
I see your stars begin to shine
I see your colours and I'm dying of thirst
All I know
Is that I love you so
So much that it hurts
Oh yeah yeah yeah
So much that it hurts
So much that it hurts"
Ghost Stories,True Love,"For a second, I was in control
I had it once, I lost it though
And all along the fire below would rise
And I wish you could have let me know
What's really going on below
I've lost you now, you let me go
But one last time
Tell me you love me
If you don't then lie
Oh lie to me
Remember once upon a time
When I was yours and you were blind
The fire would sparkle in your eyes
And mine
So tell me you love me
If you don't then lie
Oh lie to me
Just tell me you love me
If you don't then lie
Oh lie to me
If you don't then lie
Oh lie to me
And call it true
Call it true love
Call it true
Call it true love
"
Ghost Stories,Midnight,"In the darkness before the dawn
In the swirling of the storm
When I'm rolling with the punches, and hope is gone
Leave a light, a light on
Millions of miles from home
In the swirling, swimming on
When I'm rolling with the thunder but bleed from thorns
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
Leave a light, a light on
In the darkness before the dawn
In the darkness before the dawn
Leave a light, a light on
Leave a light, a light on"
Ghost Stories,Another's Arms,"Late night watching TV
Used to be you here beside me
Used to be your arms around me
Your body on my body
When the world means nothing to me
Another's arms
Another's arms
When the pain just rips right through me
Another's arms
Another's arms
Late night watching TV
Used to be you here beside me
Is there someone there to reach me?
Or someone there to find me?
When the pain just rips right through me
Another's arms
Another's arms
And that's just torture to me
Another's arms
Another's arms
Pull yourself into me
Another's arms
Another's arms
When the world means nothing to me
Another's arms
Another's arms
Got to pull you close into me
Another's arms
Another's arms
Pull yourself right through me
Another's arms
Another's arms
Late night watching TV
Wish that you were here beside me
Wish that your arms were around me
Your body on my body
"
Ghost Stories,Oceans,"Wait for your call, love
The call never came
Ready to fall up
Ready to claim
And I'm ready for it all, love
Ready for the pain
Meet under sun and
Meet me again
In the rain
In the rain
Behind the walls, love
I'm trying to change
And I'm ready for it all, love
I'm ready for the change
Meet me in blue sky
Meet me again
In the rain
In the rain
In the rain
You've got to find yourself alone in this world
You've got to find yourself alone"
Ghost Stories,A Sky Full of Stars,"Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I saw you
'Cause you're a sky, 'cause you're a sky full of stars
I wanna die in your arms
'Cause you get lighter the more it gets dark
I'm gonna give you my heart
I don't care, go on and tear me apart
I don't care if you do, ooh
'Cause in a sky, 'cause in a sky full of stars
I think I see you
I think I see you
'Cause you're a sky, you're a sky full of stars
Such a heavenly view
You're such a heavenly view"
Ghost Stories,O,"Flock of birds
Hovering above
Just a flock of birds
It's how you think of love
And I always
Look up to the sky
Pray before the dawn
'Cause they fly always
Sometimes they arrive
Sometimes they are gone
They fly on
Flock of birds
Hovering above
Into smoke I'm turned
And rise following them up
Still I always
Look up to the sky
Pray before the dawn
'Cause they fly away
One minute they arrive,
Next you know they're gone
They fly on
Fly on
So fly on
Ride through
Maybe one day I'll fly next to you
Fly on, ride through
Maybe one day I can fly with you
[3x]
Fly on"
Ghost Stories,All Your Friends,"On and on
You're told which side you're on
Ahh
You're forced you're thrown
To become the scythe to cut the corn
Ahh
And all your friends they ride into the sunset
Fly into the sunset and away they go
All your friends they ride into the sunset
Fly into the sunset and away they're thrown
Into the fire
Ten below
The call comes on the radio
Ahh
Over you go
And the red now all the rivers flow, the poppies grow
Ahh
All your friends they ride into the sunset
Fly into the sunset and away they blow
And all your friends they ride into the sunset
Ride into the sunset and they're taken home
Open fire
Open fire
Open fire
Open fire
Open fire
Just to ride and fire"
Ghost Stories,Ghost Story,"Maybe I'm just a ghost
Disappear when anybody's close
Go through you when you try to hold
Try to hold me near
Maybe I'm just a ghost
Emptier than anybody knows
Maybe I'm on the ropes
Or I'm not even here
Every time I try to walk through walls
More walls appear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point of tryna raise your voice
If no one ever hears?
Every time I try to pull you close
You disappear
Maybe I'm a ghost
Just a whisper in a puff of smoke
A secret that nobody knows
No one will ever hear
Or maybe I'm a ghost
Specter on a roller-coaster
Thorn without a rose
Something people fear
And every time I thought I'd walk through walls
It's all becoming clear
What's the point of feeling love for you
When you don't believe I'm here?
What's the point of saying 'Rescue me!'
If no one ever hears?
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear
And every time I thought I'd walk through walls
It's all becoming clear
Every time I try to pull you close
You disappear
Every time I try to pull you close
You disappear"
A Head Full of Dreams,A Head Full of Dreams,"Oh, I think I landed
In a world I hadn't seen
When I'm feeling ordinary
When I don't know what I mean
Oh, I think I landed
Where there are miracles at work
For the thirst and for the hunger
Come the conference of birds
Saying it's true
It's not what it seems
Leave your broken windows open
And in the light just streams
And you get a head
A head full of dreams
You can see the change you want to
Be what you want to be
When you get a head
A head full of dreams
Into life I just been spoken
With a head full, a head full of dreams
Oh, I think I landed
Where there are miracles at work
When you got me open handed
When you got me lost for words
I sing, oh-ohohoh
Oh-ohohoh
Oh-ohohoh [repeats]
A head full of dreams
A head full of dreams
Into life I just been spoken
With a head full, a head full of dreams"
A Head Full of Dreams,Birds,"Been standing in the corner
Studying the lights
The dreaming of escape
Will keep you up at night
But someone had put the flare up
Got me in rays
So... I guess I better stay
""Uh uh, no come on!"" you say
It's a fools gold thunder
It's just warning rain
Don't let the fears just start, what if
I won't see you again
Around here you never want to
Sleep all night
So start falling in love,
Start the riot
And come on rage with me
We don't need words
We'll be birds
Got to make our own key
Only got this moment
You and me
Guilty of nothing
But geography
Come on and raise it
Come on raise this noise
For the million people
Who got not one voice
Come on, it's not over!
If you mean it say loud
Come on, all for love
Out from the underground
Away with me
We don't need words
Close your eyes and see
We'll be birds
Flying free
Holding on in the mystery
Fearless through this you said
We'll go
Through this together (ooohh)
When you fly won't you
Won't you take me too?
In this world so cruel
I think you're so cool"
A Head Full of Dreams,Hymn for the Weekend,"[Beyoncé:]
Drink from me, drink from me
Then we'll shoot across the sky
Symphony
Then we'll shoot across the sky
We're on a...
Drink from me, drink from me
Then we'll shoot across the sky
Symphony
(So high, so high)
Then we'll shoot across the sky
[Coldplay:]
Oh, angel sent from up above
You know you make my world light up
When I was down, when I was hurt
You came to lift me up
Life is a drink, and love's a drug
Oh, now I think I must be miles up
When I was a river, dried up
You came to rain a flood
[Coldplay & Beyoncé:]
And said drink from me, drink from me
When I was so thirsty
Pour on a symphony
Now I just can't get enough
Put your wings on me, wings on me
When I was so heavy
Pour on a symphony
When I'm low, low, low, low
[Coldplay:]
I, oh, I, oh, I
Got me feeling drunk and high
So high, so high
Oh, I, oh, I, oh, I
Now I'm feeling drunk and high
So high, so high
Woo!
[Coldplay & Beyoncé:]
Oh, angel sent from up above
I feel it coursing through my blood
Life is a drink, your love's about
To make the stars come out
[Coldplay & Beyoncé:]
Put your wings on me, wings on me
When I was so heavy
Pour on a symphony
When I'm low, low, low, low
[Coldplay:]
I, oh, I, oh, I
Got me feeling drunk and high
So high, so high
Oh I, oh, I, oh, I
I'm feeling drunk and high
So high, so high
[Beyoncé & Coldplay:]
I, oh, I, oh, I
La la la la la la la
So high, so high
I, oh, I, oh, I
I'm feeling drunk and high
So high, so high
[Beyoncé & Coldplay:]
Then we'll shoot across the sky
Then we'll shoot across the...
Then we'll shoot across the sky
Then we'll shoot across the...
Then we'll shoot across the sky
Then we'll shoot across the...
Then we'll shoot across the sky
Then we'll shoot across the..."
